DECADE,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,STATENAM,ICPSRSTI,ICPSRCTYI,ICPSRFIP,STATE,COUNTY,PID,X_CENTROID,Y_CENTROID,GISJOIN,GISJOIN2,SHAPE_AREA,SHAPE_LEN,region,border
"1880",Faulkner,"050","0450","42","450",FAULKNER,Arkansas,"42","450",0.00000,"050","0450",111.00000000,331288.79326499,-257158.72700948,G0500450,"0500450",1719796239.86999988556,219081.50715100000,,
"1880",Litchfield,"090","0050","1","50",LITCHFIELD,Connecticut,"1","50",0.00000,"090","0050",919.00000000,1859612.94064810,704583.55896509,G0900050,"0900050",2446415671.69999980927,231032.77690999999,,
"1880",St Clair,"010","1150","41","1150",ST CLAIR,Alabama,"41","1150",0.00000,"010","1150",489.00000000,889957.95876604,-378183.51512072,G0101150,"0101150",1679635153.97000002861,236133.44313400000,,
"1880",Ness,"200","1350","32","1350",NESS,Kansas,"32","1350",0.00000,"200","1350",1003.00000000,-338327.60615744,116743.21361109,G2001350,"2001350",2784253871.51000022888,211841.08970800001,,
"1880",Lafayette,"220","0550","45","550",LAFAYETTE,Louisiana,"45","550",0.00000,"220","0550",201.00000000,378550.84811768,-806786.96756665,G2200550,"2200550",684671114.04700005054,155832.77491400001,,
"1880",Pine,"270","1150","33","1150",PINE,Minnesota,"33","1150",0.00000,"270","1150",1799.00000000,252234.40324331,967746.75877724,G2701150,"2701150",3715457775.33000040054,274089.03866999998,,
"1880",Lake,"095","0935",,,,Dakota Territory,"37","790",0.00000,"095","0935",2250.00000000,-90225.17894860,730514.54525622,G0950935,"0950935",1489364876.39000034332,154245.98417400001,,
"1880",Mills,"190","1290","31","1290",MILLS,Iowa,"31","1290",0.00000,"190","1290",851.00000000,31579.69636451,395986.97250858,G1901290,"1901290",1138726900.32999992371,139380.97188299999,,
"1880",Elliott,"210","0630","51","630",ELLIOTT,Kentucky,"51","630",0.00000,"210","0630",2132.00000000,1117036.54684757,145192.21135235,G2100630,"2100630",609174356.82700002193,148284.49549199999,,
"1880",Marinette,"550","0750","25","750",MARINETTE,Wisconsin,"25","750",0.00000,"550","0750",1688.00000000,619610.29497136,915198.31831268,G5500750,"5500750",4385866088.56000041962,423716.58082400000,,
"1880",Kent,"100","0010","11","10",KENT,Delaware,"11","10",0.00000,"100","0010",923.00000000,1737552.63548193,365232.81447923,G1000010,"1000010",1548770811.41000008583,216646.15044200001,,"1"
"1880",Dawson,"305","0095","64","210",DAWSON,Montana Territory,"64","210",0.00000,"305","0095",1990.00000000,-751810.23327346,1210332.41571978,G3050095,"3050095",65633047022.19998931885,1110945.37006999995,,
"1880",Delaware,"180","0350","22","350",DELAWARE,Indiana,"22","350",0.00000,"180","0350",624.00000000,892561.56396453,355520.67902026,G1800350,"1800350",1025438685.48000001907,128694.94006700000,,
"1880",Saguache,"080","1090","62","1090",SAGUACHE,Colorado,"62","1090",0.00000,"080","1090",913.00000000,-893370.06024889,112811.36127457,G0801090,"0801090",8498711895.10999870300,420624.28029199998,,
"1880",Cumberland,"340","0110","12","110",CUMBERLAND,New Jersey,"12","110",0.00000,"340","0110",1379.00000000,1769243.77438681,404995.17086492,G3400110,"3400110",1328074944.94000005722,212807.67281900000,,"1"
"1880",Marion,"410","0470","72","470",MARION,Oregon,"72","470",0.00000,"410","0470",1062.00000000,-2068930.07572664,1119445.27630914,G4100470,"4100470",3095071638.28000020981,429045.93684099999,,
"1880",Grainger,"470","0570","54","570",GRAINGER,Tennessee,"54","570",0.00000,"470","0570",1186.00000000,1108836.13274316,-64195.47736063,G4700570,"4700570",770991948.28499996662,217364.66240800000,,
"1880",Concho,"480","0950","49","950",CONCHO,Texas,"49","950",0.00000,"480","0950",664.00000000,-366322.31872248,-682560.69284502,G4800950,"4800950",2573674284.82999992371,222497.61171999999,,
"1880",Unorganized,"310","1733","35","9995",UNORGANIZED TERRITORY,Nebraska,"35","9995",0.00000,"310","1733",1635.00000000,-387390.26207112,541336.12472145,G3101733,"3101733",38356226755.30000305176,904439.91102000000,,
"1880",Delaware,"420","0450","14","450",DELAWARE,Pennsylvania,"14","450",0.00000,"420","0450",1089.00000000,1731452.57617897,459469.00571764,G4200450,"4200450",480148235.14399999380,132478.86505900000,,"1"
"1880",Livingston,"210","1390","51","1390",LIVINGSTON,Kentucky,"51","1390",0.00000,"210","1390",34.00000000,671498.03988780,-5520.85049913,G2101390,"2101390",886295913.79299986362,172590.89338299999,,"1"
"1880",Lewis,"535","0215","73","410",LEWIS,Washington Territory,"73","410",0.00000,"535","0215",1526.00000000,-2003068.33175133,1293937.09662590,G5350215,"5350215",6258959837.47999954224,418602.90341400000,,
"1880",St Louis City,"290","5100","34","5100",ST LOUIS CITY,Missouri,"34","5100",0.00000,"290","5100",1987.00000000,495952.65313957,142323.12364279,G2905100,"2905100",171327432.28000000119,66910.47178599999,,"1"
"1880",Lincoln,"050","0790","42","790",LINCOLN,Arkansas,"42","790",0.00000,"050","0790",2468.00000000,391506.66694612,-387743.88610884,G0500790,"0500790",1493485422.05999994278,195194.62089799999,,
"1880",Cabarrus,"370","0250","47","250",CABARRUS,North Carolina,"47","250",0.00000,"370","0250",2231.00000000,1385166.63054585,-123867.77870156,G3700250,"3700250",945303996.33899998665,133472.86735399999,"13",
"1880",Archer,"480","0090","49","90",ARCHER,Texas,"49","90",0.00000,"480","0090",1247.00000000,-247628.17122401,-431293.49023406,G4800090,"4800090",2397803136.86999988556,195863.85920400001,,
"1880",Nicollet,"270","1030","33","1030",NICOLLET,Minnesota,"33","1030",0.00000,"270","1030",1795.00000000,139342.49554470,767834.98993729,G2701030,"2701030",1209368478.78999996185,245152.65673100000,,
"1880",Steuben,"180","1510","22","1510",STEUBEN,Indiana,"22","1510",0.00000,"180","1510",781.00000000,907448.80884759,516854.31623988,G1801510,"1801510",835223245.28299999237,116333.09211500001,,
"1880",Benton,"050","0070","42","70",BENTON,Arkansas,"42","70",0.00000,"050","0070",506.00000000,155029.33742942,-128624.23791883,G0500070,"0500070",2283562743.30000019073,231782.28110699999,,
"1880",St. Lawrence,"360","0890","13","890",ST LAWRENCE,New York,"13","890",0.00000,"360","0890",1440.00000000,1647743.38023769,964451.98506240,G3600890,"3600890",7155621139.11999988556,564708.27330200002,,
"1880",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",0.00000,"500","0030",970.00000000,1838653.24364319,842502.45808053,G5000030,"5000030",1755121365.00000000000,215702.80005900000,,
"1880",East Baton Rouge,"220","0330","45","330",EAST BATON ROUGE,Louisiana,"45","330",0.00000,"220","0330",193.00000000,469395.72465850,-765537.33204738,G2200330,"2200330",1218718171.63000011444,228177.79716799999,,
"1880",Cayuga,"360","0110","13","110",CAYUGA,New York,"13","110",0.00000,"360","0110",1407.00000000,1567799.85189424,767522.06479390,G3600110,"3600110",1901589371.81000018120,259666.38551600001,,
"1880",Wayne,"540","0990","56","990",WAYNE,West Virginia,"56","990",0.00000,"540","0990",1582.00000000,1174267.08071342,156393.03885016,G5400990,"5400990",1326573541.85999989510,220853.40785399999,,"1"
"1880",Spartanburg,"450","0830","48","830",SPARTANBURG,South Carolina,"48","830",0.00000,"450","0830",1157.00000000,1269080.51438144,-190488.06629021,G4500830,"4500830",2632781129.46999979019,236430.56264300001,"13",
"1880",Cross,"050","0370","42","370",CROSS,Arkansas,"42","370",0.00000,"050","0370",106.00000000,471232.45368649,-233922.30279054,G0500370,"0500370",1611850213.03999996185,165757.98561000000,,
"1880",Osage,"290","1510","34","1510",OSAGE,Missouri,"34","1510",0.00000,"290","1510",2447.00000000,357569.03370349,115413.66047839,G2901510,"2901510",1588718861.06999969482,186099.14173500001,,
"1880",Ste Genevieve,"290","1860","34","1930",STE GENEVIEVE,Missouri,"34","1930",0.00000,"290","1860",1968.00000000,505325.56208264,59579.91668105,G2901860,"2901860",1318145016.30999994278,171073.84471700000,,"1"
"1880",Overton,"470","1330","54","1330",OVERTON,Tennessee,"54","1330",0.00000,"470","1330",1219.00000000,951569.15230297,-71854.65477605,G4701330,"4701330",1350209899.99000000954,176405.27510400000,,
"1880",Lafourche,"220","0570","45","570",LAFOURCHE,Louisiana,"45","570",0.00000,"220","0570",2474.00000000,539640.78457015,-866342.09007589,G2200570,"2200570",2161863990.73999977112,970465.23347600002,,
"1880",New Castle,"100","0030","11","30",NEW CASTLE,Delaware,"11","30",0.00000,"100","0030",924.00000000,1718758.77604834,417391.13774833,G1000030,"1000030",1121606309.14000010490,220727.12676499999,,"1"
"1880",Webb,"480","4790","49","4790",WEBB,Texas,"49","4790",0.00000,"480","4790",937.00000000,-359372.03537235,-1065281.52437261,G4804790,"4804790",3913198719.82999944687,381607.57337699999,,
"1880",Calhoun,"260","0250","23","250",CALHOUN,Michigan,"23","250",0.00000,"260","0250",423.00000000,899277.66823641,583777.78029606,G2600250,"2600250",1860738407.57999992371,173781.18531100001,,
"1880",Faribault,"270","0430","33","430",FARIBAULT,Minnesota,"33","430",0.00000,"270","0430",1772.00000000,164771.13571638,692928.88289448,G2700430,"2700430",1868949487.18000006676,173875.17503700001,,
"1880",Madison,"280","0890","46","890",MADISON,Mississippi,"46","890",0.00000,"280","0890",1857.00000000,556237.53042508,-526784.02984157,G2800890,"2800890",1921709498.01999998093,275086.98885999998,,
"1880",Haywood,"370","0870","47","870",HAYWOOD,North Carolina,"47","870",0.00000,"370","0870",2552.00000000,1166167.87547267,-137770.41214416,G3700870,"3700870",1436486397.83999991417,203596.54727600000,,
"1880",York,"230","0310","2","310",YORK,Maine,"2","310",0.00000,"230","0310",73.00000000,2012136.54333869,938769.44622902,G2300310,"2300310",2631152386.76000022888,393951.43591200002,,
"1880",Guadalupe,"480","1870","49","1870",GUADALUPE,Texas,"49","1870",0.00000,"480","1870",700.00000000,-188736.97651880,-881718.64530911,G4801870,"4801870",1849731972.35999989510,241368.61218299999,,
"1880",Logan,"540","0450","56","450",LOGAN,West Virginia,"56","450",0.00000,"540","0450",1559.00000000,1214250.17511131,120878.50005972,G5400450,"5400450",2277252617.19999980927,299559.28428600001,,
"1880",Suffolk,"360","1030","13","1030",SUFFOLK,New York,"13","1030",0.00000,"360","1030",1446.00000000,1915374.55605398,612931.05087421,G3601030,"3601030",2416189172.23999977112,1329778.20941999997,,
"1880",Bath,"510","0170","40","170",BATH,Virginia,"40","170",0.00000,"510","0170",989.00000000,1406209.91387187,183197.15496001,G5100170,"5100170",1384509769.77999997139,179956.57972099999,,
"1880",Wirt,"540","1050","56","1050",WIRT,West Virginia,"56","1050",0.00000,"540","1050",1585.00000000,1249213.48039796,266922.79161934,G5401050,"5401050",608214185.61600005627,133069.83303099999,,
"1880",Clinton,"170","0270","21","270",CLINTON,Illinois,"21","270",0.00000,"170","0270",1306.00000000,566956.46648193,143646.96885794,G1700270,"1700270",1304007289.38000011444,201574.30751600000,,
"1880",Mobile,"010","0970","41","970",MOBILE,Alabama,"41","970",0.00000,"010","0970",481.00000000,743101.92709147,-719489.76748895,G0100970,"0100970",3230557030.11000013351,533758.73799699999,,
"1880",Mason,"260","1050","23","1050",MASON,Michigan,"23","1050",0.00000,"260","1050",1728.00000000,777862.21143080,766932.35695734,G2601050,"2601050",1321052777.45000004768,144467.04170400000,,
"1880",Braxton,"540","0070","56","70",BRAXTON,West Virginia,"56","70",0.00000,"540","0070",1542.00000000,1310846.27068209,240091.27140005,G5400070,"5400070",1336864712.13000011444,171216.09215200000,,
"1880",Franklin,"500","0110","6","110",FRANKLIN,Vermont,"6","110",0.00000,"500","0110",974.00000000,1803998.92033959,1043289.53018530,G5000110,"5000110",1792296279.64000010490,186363.82401800001,,
"1880",Trigg,"210","2210","51","2210",TRIGG,Kentucky,"51","2210",0.00000,"210","2210",69.00000000,717426.59561350,-47033.33513115,G2102210,"2102210",1246124337.77999997139,146820.69941700000,,
"1880",Jefferson,"470","0890","54","890",JEFFERSON,Tennessee,"54","890",0.00000,"470","0890",1201.00000000,1117530.42233792,-88419.35970150,G4700890,"4700890",814110191.19500005245,177231.90043600000,,
"1880",West Carroll,"220","1230","45","1230",WEST CARROLL,Louisiana,"45","1230",0.00000,"220","1230",229.00000000,422883.23974760,-516990.59397981,G2201230,"2201230",933236991.90999984741,174695.73424799999,,
"1880",Middlesex,"510","1190","40","1190",MIDDLESEX,Virginia,"40","1190",0.00000,"510","1190",2033.00000000,1686185.16794011,187894.14363504,G5101190,"5101190",344304245.99699997902,219361.90162200000,,
"1880",Dyer,"470","0450","54","450",DYER,Tennessee,"54","450",0.00000,"470","0450",2381.00000000,587042.28843999,-140638.95551856,G4700450,"4700450",1404746288.77999997139,193300.96959600001,,
"1880",Gallatin,"170","0590","21","590",GALLATIN,Illinois,"21","590",0.00000,"170","0590",1320.00000000,677218.00554055,57144.03338999,G1700590,"1700590",850575666.37599992752,139196.36212199999,,"1"
"1880",Hall,"130","1390","44","1390",HALL,Georgia,"44","1390",0.00000,"130","1390",392.00000000,1109485.67954947,-285439.14078110,G1301390,"1301390",1092140810.08999991417,166237.99629300000,"13",
"1880",Ziebach (old),"095","1875",,,,Dakota Territory,"37","1355",0.00000,"095","1875",551.00000000,-496372.09060826,750265.33414159,G0951875,"0951875",2751117468.71999979019,292269.81604700000,,
"1880",Rockingham,"510","1650","40","1650",ROCKINGHAM,Virginia,"40","1650",0.00000,"510","1650",2053.00000000,1471210.75951545,246163.51568762,G5101650,"5101650",2255588209.46000003815,226480.87089300001,,
"1880",Henderson,"370","0890","47","890",HENDERSON,North Carolina,"47","890",0.00000,"370","0890",2553.00000000,1214341.11441548,-155837.12766699,G3700890,"3700890",971352580.23399996758,180774.66031000001,,
"1880",Sullivan,"420","1130","14","1130",SULLIVAN,Pennsylvania,"14","1130",0.00000,"420","1130",1118.00000000,1604626.62551144,607238.51199394,G4201130,"4201130",1171567581.31999993324,141038.72868599999,,
"1880",Reno,"200","1550","32","1550",RENO,Kansas,"32","1550",0.00000,"200","1550",1012.00000000,-181578.94571020,52831.74378148,G2001550,"2001550",3303023386.84000015259,233104.16379699999,,
"1880",Clarendon,"450","0270","48","270",CLARENDON,South Carolina,"48","270",0.00000,"450","0270",2378.00000000,1446150.50493470,-306785.08477678,G4500270,"4500270",2077207314.46000003815,251719.14069000000,,
"1880",Clackamas,"410","0050","72","50",CLACKAMAS,Oregon,"72","50",0.00000,"410","0050",2123.00000000,-2032965.21420328,1142180.17660835,G4100050,"4100050",4869347747.30000019073,355444.85149199999,,
"1880",Somerset,"340","0350","12","350",SOMERSET,New Jersey,"12","350",0.00000,"340","0350",2401.00000000,1780218.61399972,544456.46718543,G3400350,"3400350",790075015.48399996758,159080.61864000000,,
"1880",Lamar,"010","0750","41","750",LAMAR/SANFORD,Alabama,"41","750",0.00000,"010","0750",472.00000000,725880.21329138,-386305.53795885,G0100750,"0100750",1568162558.45000028610,171615.54221099999,,
"1880",Kossuth,"190","1090","31","1090",KOSSUTH,Iowa,"31","1090",0.00000,"190","1090",842.00000000,144976.96331601,640043.59474953,G1901090,"1901090",2523631775.86999988556,208578.25457399999,,
"1880",St Clair,"170","1630","21","1630",ST CLAIR,Illinois,"21","1630",0.00000,"170","1630",591.00000000,524398.59319934,125496.80598299,G1701630,"1701630",1745535249.74000024796,184191.92240600000,,"1"
"1880",Hartley,"480","2050","49","2050",HARTLEY,Texas,"49","2050",0.00000,"480","2050",2503.00000000,-590666.30905229,-165424.95764241,G4802050,"4802050",3789673019.84999942780,253638.68798200000,,
"1880",Wichita,"480","4850","49","4850",WICHITA,Texas,"49","4850",0.00000,"480","4850",940.00000000,-247864.68633370,-389621.55779767,G4804850,"4804850",1639510687.77999997139,187291.93329799999,,
"1880",Fannin,"480","1470","49","1470",FANNIN,Texas,"49","1470",0.00000,"480","1470",684.00000000,-9841.01394145,-437185.51506745,G4801470,"4801470",2328843351.19000005722,230616.48579400001,,
"1880",Madison,"360","0530","13","530",MADISON,New York,"13","530",0.00000,"360","0530",1426.00000000,1638126.88668793,782062.32248357,G3600530,"3600530",1713368918.45000004768,249419.75137200000,,
"1880",Rhea,"470","1430","54","1430",RHEA,Tennessee,"54","1430",0.00000,"470","1430",1223.00000000,992328.38962183,-153978.74311762,G4701430,"4701430",871177940.74700009823,176092.86947599999,,
"1880",Morehouse,"220","0670","45","670",MOREHOUSE,Louisiana,"45","670",0.00000,"220","0670",205.00000000,390649.74593003,-514902.72167004,G2200670,"2200670",2085472779.06999993324,264600.11864399997,,
"1880",Adair,"210","0010","51","10",ADAIR,Kentucky,"51","10",0.00000,"210","0010",1036.00000000,941702.84348497,8798.58153130,G2100010,"2100010",1067677048.00999999046,140890.97133999999,,
"1880",Kalkaska,"260","0790","23","790",KALKASKA,Michigan,"23","790",0.00000,"260","0790",1717.00000000,861136.19036016,853361.23887492,G2600790,"2600790",1483766636.86999988556,154163.41852300000,,
"1880",Mclean,"210","1490","51","1490",MCLEAN,Kentucky,"51","1490",0.00000,"210","1490",38.00000000,763690.40711903,38381.88951019,G2101490,"2101490",663488336.97099995613,134451.13715400000,,
"1880",Casey,"210","0450","51","450",CASEY,Kentucky,"51","450",0.00000,"210","0450",1054.00000000,969684.04720049,36623.82715149,G2100450,"2100450",1154433773.08999991417,155841.27618700001,,
"1880",Knox,"470","0930","54","930",KNOX,Tennessee,"54","930",0.00000,"470","0930",1203.00000000,1074883.96610920,-100497.72395045,G4700930,"4700930",1361786431.80999994278,226340.76473600001,,
"1880",Montgomery,"240","0310","52","290",MONTGOMERY,Maryland,"52","290",0.00000,"240","0310",86.00000000,1599195.03786378,342092.84564117,G2400310,"2400310",1311045720.64000010490,174262.16368600001,,
"1880",Wyoming,"540","1090","56","1090",WYOMING,West Virginia,"56","1090",0.00000,"540","1090",1658.00000000,1258749.14515596,108172.54686569,G5401090,"5401090",1299710218.00000000000,222557.33733800001,,
"1880",Yazoo,"280","1630","46","1630",YAZOO,Mississippi,"46","1630",0.00000,"280","1630",1887.00000000,519303.07356326,-508847.21723624,G2801630,"2801630",2841650028.98000001907,329424.75578000001,,
"1880",Elmore,"010","0510","41","510",ELMORE,Alabama,"41","510",0.00000,"010","0510",462.00000000,917857.73678422,-500881.05226485,G0100510,"0100510",1702196113.47000002861,230017.88975000000,,
"1880",Medina,"390","1030","24","1030",MEDINA,Ohio,"24","1030",0.00000,"390","1030",2270.00000000,1170323.92984141,492356.75888296,G3901030,"3901030",1095854397.52999997139,144589.18752800001,,
"1880",Emmet,"190","0630","31","630",EMMET,Iowa,"31","630",0.00000,"190","0630",823.00000000,106574.51151119,658857.60086378,G1900630,"1900630",1042137783.13999986649,130879.42044600000,,
"1880",Dawson,"310","0470","35","470",DAWSON,Nebraska,"35","470",0.00000,"310","0470",1595.00000000,-319214.18441456,384060.92118253,G3100470,"3100470",2639946758.71999979019,217392.62880999999,,
"1880",Osborne,"200","1410","32","1410",OSBORNE,Kansas,"32","1410",0.00000,"200","1410",2185.00000000,-236317.09617723,210818.51162594,G2001410,"2001410",2316171663.30000019073,192667.06884200001,,
"1880",Shawnee,"200","1770","32","1770",SHAWNEE,Kansas,"32","1770",0.00000,"200","1770",1022.00000000,20902.51550058,172796.84730445,G2001770,"2001770",1440851918.75999999046,175014.09721499999,,
"1880",Perry,"290","1570","34","1570",PERRY,Missouri,"34","1570",0.00000,"290","1570",1955.00000000,538921.29294719,40731.38283773,G2901570,"2901570",1254277675.23000001907,188675.12990100001,,"1"
